year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,8,19,458,500,-2,644,641,3,US,1993,N187US,EWR,CLT,87,529,5,0,2013-08-19T09:00:00Z
2013,1,2,624,600,24,908,825,43,MQ,4650,N513MQ,LGA,ATL,138,762,6,0,2013-01-02T11:00:00Z
2013,12,24,1011,1020,-9,1159,1205,-6,MQ,3466,N820MQ,LGA,RDU,83,431,10,20,2013-12-24T15:00:00Z
2013,7,11,NA,2140,NA,NA,2300,NA,MQ,3621,N815MQ,JFK,DCA,NA,213,21,40,2013-07-12T01:00:00Z
2013,2,14,1600,1526,34,1824,1801,23,UA,788,N529UA,EWR,LAS,302,2227,15,26,2013-02-14T20:00:00Z
2013,10,16,642,648,-6,805,817,-12,UA,1149,N14228,EWR,ORD,122,719,6,48,2013-10-16T10:00:00Z
2013,1,6,1223,1200,23,1449,1408,41,EV,4689,N12126,EWR,CHS,117,628,12,0,2013-01-06T17:00:00Z
2013,12,16,1322,1329,-7,1441,1452,-11,B6,2402,N229JB,JFK,BUF,62,301,13,29,2013-12-16T18:00:00Z
2013,1,14,1247,1250,-3,1346,1355,-9,B6,1006,N192JB,JFK,BOS,37,187,12,50,2013-01-14T17:00:00Z
2013,11,25,1641,1648,-7,1754,1808,-14,EV,4695,N13958,EWR,ROC,52,246,16,48,2013-11-25T21:00:00Z
2013,8,1,1240,1159,41,1414,1314,60,9E,4097,N8908D,JFK,BWI,52,184,11,59,2013-08-01T15:00:00Z
2013,5,1,1731,1720,11,2002,2021,-19,UA,1731,N36447,EWR,LAS,288,2227,17,20,2013-05-01T21:00:00Z
2013,10,21,826,829,-3,1019,1029,-10,MQ,3478,N8EGMQ,LGA,DTW,84,502,8,29,2013-10-21T12:00:00Z
2013,4,10,2105,2018,47,153,2322,151,UA,459,N409UA,EWR,FLL,164,1065,20,18,2013-04-11T00:00:00Z
2013,7,20,855,859,-4,1059,1134,-35,DL,1747,N905DL,LGA,ATL,104,762,8,59,2013-07-20T12:00:00Z
2013,2,21,715,715,0,1057,1037,20,B6,671,N615JB,JFK,LAX,363,2475,7,15,2013-02-21T12:00:00Z
2013,1,24,823,830,-7,946,1015,-29,AA,313,N582AA,LGA,ORD,119,733,8,30,2013-01-24T13:00:00Z
2013,10,26,1348,1355,-7,1546,1602,-16,US,686,N649AW,EWR,PHX,283,2133,13,55,2013-10-26T17:00:00Z
2013,6,21,1436,1440,-4,1614,1643,-29,DL,1231,N347NB,LGA,DTW,77,502,14,40,2013-06-21T18:00:00Z
2013,4,17,2040,2040,0,2352,2356,-4,B6,165,N661JB,JFK,PDX,348,2454,20,40,2013-04-18T00:00:00Z
2013,6,26,1251,1025,146,1400,1205,115,AA,325,N525AA,LGA,ORD,100,733,10,25,2013-06-26T14:00:00Z
2013,8,21,1807,1800,7,1917,1917,0,US,2191,N752US,LGA,DCA,47,214,18,0,2013-08-21T22:00:00Z
2013,9,9,1757,1725,32,2101,2037,24,UA,617,N543UA,EWR,SFO,315,2565,17,25,2013-09-09T21:00:00Z
2013,8,4,649,700,-11,917,940,-23,AA,2083,N545AA,EWR,DFW,182,1372,7,0,2013-08-04T11:00:00Z
2013,11,21,959,959,0,1219,1241,-22,EV,4140,N16951,EWR,ATL,118,746,9,59,2013-11-21T14:00:00Z
2013,1,3,2108,2045,23,28,2359,29,B6,147,N632JB,JFK,RSW,167,1074,20,45,2013-01-04T01:00:00Z
2013,12,3,755,759,-4,949,1004,-15,B6,1273,N375JB,JFK,CHS,92,636,7,59,2013-12-03T12:00:00Z
2013,12,19,2116,2059,17,2304,2244,20,B6,105,N284JB,JFK,ORD,142,740,20,59,2013-12-20T01:00:00Z
2013,12,29,1549,1538,11,1728,1715,13,EV,5383,N371CA,LGA,ROC,45,254,15,38,2013-12-29T20:00:00Z
2013,4,30,1356,1359,-3,1716,1714,2,AA,677,N5DAAA,JFK,MIA,170,1089,13,59,2013-04-30T17:00:00Z
2013,7,11,601,604,-3,701,725,-24,UA,230,N855UA,EWR,BOS,41,200,6,4,2013-07-11T10:00:00Z
2013,10,17,1809,1745,24,2018,1942,36,EV,4410,N12569,EWR,CAE,99,602,17,45,2013-10-17T21:00:00Z
2013,9,21,1705,1715,-10,1930,1939,-9,9E,3310,N604LR,JFK,MCI,157,1113,17,15,2013-09-21T21:00:00Z
2013,4,27,1603,1610,-7,1707,1742,-35,9E,3359,N928XJ,JFK,BOS,36,187,16,10,2013-04-27T20:00:00Z
2013,1,22,619,600,19,732,724,8,EV,6055,N13913,LGA,IAD,51,229,6,0,2013-01-22T11:00:00Z
2013,7,29,2150,2155,-5,2254,2329,-35,EV,3267,N12540,EWR,ORF,46,284,21,55,2013-07-30T01:00:00Z
2013,7,31,657,700,-3,937,951,-14,B6,23,N763JB,JFK,LAX,308,2475,7,0,2013-07-31T11:00:00Z
2013,1,11,1837,1845,-8,2049,2050,-1,EV,4227,N13908,EWR,GRR,100,605,18,45,2013-01-11T23:00:00Z
2013,9,5,828,830,-2,1059,1130,-31,UA,443,N597UA,JFK,LAX,308,2475,8,30,2013-09-05T12:00:00Z
2013,12,16,1522,1515,7,1850,1838,12,DL,419,N624AG,JFK,SEA,340,2422,15,15,2013-12-16T20:00:00Z
2013,8,8,NA,1544,NA,NA,1732,NA,UA,1542,NA,LGA,CLE,NA,419,15,44,2013-08-08T19:00:00Z
2013,10,7,2257,2003,174,119,2237,162,EV,4204,N21154,EWR,OKC,182,1325,20,3,2013-10-08T00:00:00Z
2013,12,2,640,650,-10,957,955,2,AA,2493,N630AA,JFK,MCO,155,944,6,50,2013-12-02T11:00:00Z
2013,7,23,1549,1545,4,1754,1746,8,EV,4576,N11121,EWR,GRR,89,605,15,45,2013-07-23T19:00:00Z
2013,5,25,1628,1200,268,1853,1432,261,DL,1947,N301NB,LGA,ATL,102,762,12,0,2013-05-25T16:00:00Z
2013,12,27,1335,1240,55,1513,1440,33,EV,5078,N391CA,EWR,DTW,82,488,12,40,2013-12-27T17:00:00Z
2013,11,3,1927,1930,-3,2227,2249,-22,DL,1091,N321US,JFK,SAT,216,1587,19,30,2013-11-04T00:00:00Z
2013,1,30,920,930,-10,1225,1246,-21,B6,375,N807JB,LGA,FLL,153,1076,9,30,2013-01-30T14:00:00Z
2013,4,7,709,710,-1,1034,1035,-1,VX,399,N640VA,JFK,LAX,356,2475,7,10,2013-04-07T11:00:00Z
2013,8,9,1352,1300,52,1511,1425,46,UA,1734,N17133,EWR,ORD,116,719,13,0,2013-08-09T17:00:00Z
2013,2,11,526,525,1,854,820,34,UA,1497,N37409,EWR,IAH,242,1400,5,25,2013-02-11T10:00:00Z
2013,4,23,609,600,9,852,832,20,DL,461,N935DL,LGA,ATL,115,762,6,0,2013-04-23T10:00:00Z
2013,8,30,1324,1325,-1,1610,1630,-20,UA,483,N830UA,EWR,FLL,146,1065,13,25,2013-08-30T17:00:00Z
2013,6,26,911,905,6,1020,1016,4,B6,1634,N179JB,JFK,BTV,49,266,9,5,2013-06-26T13:00:00Z
2013,1,21,1835,1835,0,2212,2212,0,DL,1643,N3764D,JFK,SEA,354,2422,18,35,2013-01-21T23:00:00Z
2013,5,8,2144,1730,254,2353,1956,237,F9,419,N204FR,LGA,DEN,211,1620,17,30,2013-05-08T21:00:00Z
2013,9,30,1445,1445,0,1601,1626,-25,9E,3318,N602LR,JFK,BUF,53,301,14,45,2013-09-30T18:00:00Z
2013,4,4,2026,2030,-4,2152,2204,-12,FL,354,N930AT,LGA,CAK,65,397,20,30,2013-04-05T00:00:00Z
2013,3,2,801,800,1,1137,1116,21,B6,553,N592JB,EWR,RSW,186,1068,8,0,2013-03-02T13:00:00Z
2013,3,27,629,630,-1,819,847,-28,EV,4250,N17169,EWR,IND,96,645,6,30,2013-03-27T10:00:00Z
2013,3,31,1521,1450,31,1811,1755,16,AA,1813,N5FNAA,JFK,MCO,140,944,14,50,2013-03-31T18:00:00Z
2013,12,13,1126,1129,-3,1416,1442,-26,UA,703,N505UA,JFK,LAX,330,2475,11,29,2013-12-13T16:00:00Z
2013,12,22,2000,1859,61,2238,2106,92,9E,2928,N925XJ,JFK,ORD,144,740,18,59,2013-12-22T23:00:00Z
2013,9,2,1552,1600,-8,1829,1849,-20,B6,543,N585JB,EWR,PBI,138,1023,16,0,2013-09-02T20:00:00Z
2013,7,3,1107,1100,7,1220,1230,-10,WN,3297,N264LV,LGA,BNA,109,764,11,0,2013-07-03T15:00:00Z
2013,11,26,1954,2000,-6,2132,2119,13,US,2195,N768US,LGA,DCA,49,214,20,0,2013-11-27T01:00:00Z
2013,9,25,1957,2000,-3,2057,2114,-17,US,2162,N944UW,LGA,BOS,34,184,20,0,2013-09-26T00:00:00Z
2013,11,21,1536,1540,-4,1714,1725,-11,9E,2900,N272PQ,JFK,BNA,117,765,15,40,2013-11-21T20:00:00Z
2013,7,2,1016,950,26,1231,1220,11,VX,251,N853VA,JFK,LAS,292,2248,9,50,2013-07-02T13:00:00Z
2013,9,10,956,1005,-9,1211,1236,-25,B6,411,N524JB,JFK,LAS,283,2248,10,5,2013-09-10T14:00:00Z
2013,12,31,1739,1740,-1,2120,2118,2,B6,135,N526JB,JFK,PHX,317,2153,17,40,2013-12-31T22:00:00Z
2013,6,11,1859,1815,44,2040,1955,45,MQ,3730,N531MQ,EWR,ORD,112,719,18,15,2013-06-11T22:00:00Z
2013,5,30,1423,1415,8,1527,1535,-8,EV,5712,N825AS,JFK,IAD,45,228,14,15,2013-05-30T18:00:00Z
2013,12,12,1455,1500,-5,1746,1805,-19,MQ,3072,N527MQ,JFK,TPA,141,1005,15,0,2013-12-12T20:00:00Z
2013,8,6,2051,2100,-9,2204,2214,-10,US,2197,N760US,LGA,DCA,42,214,21,0,2013-08-07T01:00:00Z
2013,1,8,1555,1600,-5,1848,1850,-2,DL,1331,N388DA,JFK,DEN,242,1626,16,0,2013-01-08T21:00:00Z
2013,8,26,1658,1700,-2,1813,1846,-33,UA,1281,N23721,LGA,ORD,107,733,17,0,2013-08-26T21:00:00Z
2013,12,5,1709,1710,-1,2107,2047,20,B6,415,N809JB,JFK,SFO,391,2586,17,10,2013-12-05T22:00:00Z
2013,1,16,922,905,17,1243,1226,17,DL,2379,N358NB,LGA,FLL,161,1076,9,5,2013-01-16T14:00:00Z
2013,11,10,1504,1459,5,1804,1819,-15,UA,1600,N13113,EWR,LAX,337,2454,14,59,2013-11-10T19:00:00Z
2013,2,15,1014,955,19,1242,1239,3,B6,197,N589JB,JFK,LAS,304,2248,9,55,2013-02-15T14:00:00Z
2013,5,1,1417,1430,-13,1608,1640,-32,EV,4181,N12175,EWR,MCI,145,1092,14,30,2013-05-01T18:00:00Z
2013,7,30,1953,2000,-7,2125,2140,-15,MQ,3591,N828MQ,LGA,RDU,67,431,20,0,2013-07-31T00:00:00Z
2013,4,10,1740,1716,24,2216,1936,160,UA,509,N520UA,LGA,DEN,247,1620,17,16,2013-04-10T21:00:00Z
2013,1,5,708,710,-2,841,850,-9,MQ,3737,N1EAMQ,EWR,ORD,120,719,7,10,2013-01-05T12:00:00Z
2013,8,1,1454,1411,43,1749,1702,47,B6,1883,N587JB,JFK,MCO,143,944,14,11,2013-08-01T18:00:00Z
2013,5,31,1500,1500,0,1707,1722,-15,EV,4971,N615QX,LGA,CHS,85,641,15,0,2013-05-31T19:00:00Z
2013,8,21,1523,1525,-2,1646,1654,-8,EV,4502,N11551,EWR,BNA,112,748,15,25,2013-08-21T19:00:00Z
2013,6,7,1600,1600,0,1715,1721,-6,US,2181,N755US,LGA,DCA,52,214,16,0,2013-06-07T20:00:00Z
2013,6,5,1300,1300,0,1628,1645,-17,DL,315,N3767,JFK,SJU,189,1598,13,0,2013-06-05T17:00:00Z
2013,2,5,1955,1639,196,2108,1753,195,B6,1176,N178JB,EWR,BOS,43,200,16,39,2013-02-05T21:00:00Z
2013,2,21,635,629,6,945,930,15,UA,654,N462UA,LGA,IAH,228,1416,6,29,2013-02-21T11:00:00Z
2013,2,10,1751,1750,1,2049,2107,-18,UA,1228,N13716,EWR,SAN,339,2425,17,50,2013-02-10T22:00:00Z
2013,7,11,1025,933,52,1330,1235,55,B6,271,N535JB,LGA,FLL,154,1076,9,33,2013-07-11T13:00:00Z
2013,10,17,1659,1700,-1,1836,1855,-19,AA,199,N3HCAA,JFK,ORD,122,740,17,0,2013-10-17T21:00:00Z
2013,12,21,1235,1200,35,1535,1511,24,UA,1601,N35407,EWR,FLL,158,1065,12,0,2013-12-21T17:00:00Z
2013,12,2,634,635,-1,847,849,-2,EV,4412,N12145,EWR,MSP,173,1008,6,35,2013-12-02T11:00:00Z
2013,10,30,1442,1435,7,1725,1641,44,DL,1819,N911DL,LGA,MSP,165,1020,14,35,2013-10-30T18:00:00Z
2013,11,15,2014,2015,-1,2325,2354,-29,DL,427,N183DN,JFK,LAX,346,2475,20,15,2013-11-16T01:00:00Z
2013,1,2,928,825,63,1203,1024,99,US,487,N651AW,JFK,CLT,103,541,8,25,2013-01-02T13:00:00Z
2013,12,22,1043,1021,22,1340,1325,15,B6,1,N561JB,JFK,FLL,152,1069,10,21,2013-12-22T15:00:00Z
2013,7,1,1144,1005,99,1327,1213,74,DL,2319,N333NW,LGA,MSP,132,1020,10,5,2013-07-01T14:00:00Z
2013,12,14,732,725,7,1003,1002,1,B6,677,N324JB,JFK,JAX,129,828,7,25,2013-12-14T12:00:00Z
2013,2,4,1440,1420,20,1640,1620,20,MQ,4588,N506MQ,LGA,MSP,150,1020,14,20,2013-02-04T19:00:00Z
2013,4,14,947,952,-5,1231,1237,-6,UA,1181,N26210,EWR,MCO,146,937,9,52,2013-04-14T13:00:00Z
2013,3,25,1007,959,8,1126,1124,2,EV,5736,N820AS,LGA,IAD,54,229,9,59,2013-03-25T13:00:00Z
2013,2,16,947,945,2,1240,1302,-22,UA,750,N431UA,LGA,IAH,205,1416,9,45,2013-02-16T14:00:00Z
2013,1,5,1558,1605,-7,1727,1750,-23,MQ,4415,N736MQ,LGA,RDU,68,431,16,5,2013-01-05T21:00:00Z
2013,10,27,1353,1400,-7,1451,1509,-18,B6,118,N283JB,JFK,BOS,41,187,14,0,2013-10-27T18:00:00Z
2013,12,16,602,603,-1,750,800,-10,9E,4268,N914XJ,EWR,DTW,86,488,6,3,2013-12-16T11:00:00Z
2013,3,14,608,615,-7,803,818,-15,EV,4901,N759EV,EWR,MSP,159,1008,6,15,2013-03-14T10:00:00Z
2013,7,3,1719,1655,24,1948,1940,8,UA,483,N576UA,EWR,LAX,309,2454,16,55,2013-07-03T20:00:00Z
2013,9,5,657,705,-8,937,1010,-33,UA,482,N419UA,EWR,FLL,144,1065,7,5,2013-09-05T11:00:00Z
2013,7,21,2150,2054,56,26,2328,58,EV,4645,N14991,EWR,JAX,118,820,20,54,2013-07-22T00:00:00Z
2013,7,20,2201,2146,15,50,30,20,B6,1183,N649JB,JFK,MCO,126,944,21,46,2013-07-21T01:00:00Z
2013,5,5,1145,1100,45,1245,1210,35,MQ,3792,N513MQ,JFK,DCA,48,213,11,0,2013-05-05T15:00:00Z
2013,10,19,1423,1430,-7,1614,1557,17,EV,5956,N12540,LGA,IAD,66,229,14,30,2013-10-19T18:00:00Z
2013,12,23,858,900,-2,1139,1128,11,EV,5231,N713EV,LGA,CHS,108,641,9,0,2013-12-23T14:00:00Z
2013,11,27,627,632,-5,839,854,-15,EV,4122,N15910,EWR,SDF,113,642,6,32,2013-11-27T11:00:00Z
2013,9,24,1812,1815,-3,2128,2135,-7,AA,1611,N3EDAA,LGA,MIA,157,1096,18,15,2013-09-24T22:00:00Z
2013,6,25,631,630,1,915,924,-9,B6,929,N597JB,JFK,RSW,145,1074,6,30,2013-06-25T10:00:00Z
2013,5,22,648,645,3,831,841,-10,US,1032,N161UW,EWR,CLT,77,529,6,45,2013-05-22T10:00:00Z
2013,10,3,744,750,-6,1044,1040,4,MQ,3052,N522MQ,JFK,TPA,141,1005,7,50,2013-10-03T11:00:00Z
2013,7,14,1004,1008,-4,1146,1215,-29,DL,2319,N377DA,LGA,MSP,130,1020,10,8,2013-07-14T14:00:00Z
2013,11,30,801,804,-3,1025,1032,-7,EV,4181,N21154,EWR,MCI,161,1092,8,4,2013-11-30T13:00:00Z
2013,1,19,1955,2000,-5,2142,2146,-4,9E,3320,N901XJ,JFK,BUF,57,301,20,0,2013-01-20T01:00:00Z
2013,5,23,649,643,6,921,849,32,EV,4684,N14991,EWR,CVG,103,569,6,43,2013-05-23T10:00:00Z
2013,2,11,624,625,-1,728,730,-2,WN,3127,N224WN,EWR,BWI,40,169,6,25,2013-02-11T11:00:00Z
2013,2,26,637,645,-8,917,846,31,US,1965,N559UW,EWR,CLT,94,529,6,45,2013-02-26T11:00:00Z
2013,6,4,1100,1037,23,1208,1153,15,EV,3833,N13958,EWR,BUF,50,282,10,37,2013-06-04T14:00:00Z
2013,11,13,2053,2100,-7,2256,2245,11,MQ,3384,N0EGMQ,LGA,CLT,75,544,21,0,2013-11-14T02:00:00Z
2013,12,3,952,1000,-8,1117,1137,-20,UA,1195,N16709,LGA,ORD,122,733,10,0,2013-12-03T15:00:00Z
2013,8,6,1315,1200,75,1429,1316,73,US,2179,N748UW,LGA,DCA,46,214,12,0,2013-08-06T16:00:00Z
2013,12,24,1121,1105,16,1340,1335,5,WN,4454,N940WN,LGA,DEN,236,1620,11,5,2013-12-24T16:00:00Z
2013,11,15,NA,959,NA,NA,1116,NA,EV,5711,N827AS,JFK,IAD,NA,228,9,59,2013-11-15T14:00:00Z
2013,6,28,609,615,-6,856,910,-14,AA,1895,N3CXAA,EWR,MIA,148,1085,6,15,2013-06-28T10:00:00Z
2013,5,17,1142,1145,-3,1340,1400,-20,DL,401,N319NB,EWR,ATL,103,746,11,45,2013-05-17T15:00:00Z
2013,8,2,1158,1200,-2,1450,1450,0,AA,3,N335AA,JFK,LAX,326,2475,12,0,2013-08-02T16:00:00Z
2013,9,18,1254,1300,-6,1402,1425,-23,WN,201,N432WN,EWR,BNA,98,748,13,0,2013-09-18T17:00:00Z
2013,8,16,758,800,-2,936,1005,-29,DL,2119,N916DL,LGA,MSP,138,1020,8,0,2013-08-16T12:00:00Z
2013,8,25,1428,1435,-7,1528,1600,-32,9E,3927,N8896A,JFK,BWI,35,184,14,35,2013-08-25T18:00:00Z
2013,2,22,1935,1935,0,2237,2248,-11,DL,1435,N959DL,LGA,TPA,155,1010,19,35,2013-02-23T00:00:00Z
2013,5,8,1208,1214,-6,1504,1520,-16,UA,1424,N15710,EWR,SNA,321,2434,12,14,2013-05-08T16:00:00Z
2013,9,11,622,625,-3,747,740,7,WN,1708,N8319F,LGA,MDW,111,725,6,25,2013-09-11T10:00:00Z
2013,4,10,830,830,0,1148,1201,-13,UA,398,N673UA,EWR,SFO,335,2565,8,30,2013-04-10T12:00:00Z
2013,1,15,1240,1050,110,1505,1335,90,UA,368,N578UA,EWR,LAS,304,2227,10,50,2013-01-15T15:00:00Z
2013,2,15,1821,1800,21,2213,2109,64,B6,989,N624JB,JFK,FLL,198,1069,18,0,2013-02-15T23:00:00Z
2013,6,3,903,906,-3,1209,1203,6,UA,224,N497UA,EWR,IAH,184,1400,9,6,2013-06-03T13:00:00Z
2013,8,19,1116,1120,-4,1421,1417,4,B6,1129,N779JB,JFK,RSW,162,1074,11,20,2013-08-19T15:00:00Z
2013,5,11,2101,2026,35,2148,2138,10,EV,4117,N31131,EWR,ALB,29,143,20,26,2013-05-12T00:00:00Z
2013,5,5,1956,2000,-4,2120,2130,-10,DL,985,N328NW,JFK,BOS,34,187,20,0,2013-05-06T00:00:00Z
2013,5,21,639,644,-5,740,812,-32,UA,533,N405UA,EWR,ORD,103,719,6,44,2013-05-21T10:00:00Z
2013,10,8,615,620,-5,716,728,-12,EV,4241,N14542,EWR,DCA,39,199,6,20,2013-10-08T10:00:00Z
2013,12,27,2112,2106,6,4,7,-3,B6,705,N239JB,EWR,FLL,153,1065,21,6,2013-12-28T02:00:00Z
2013,5,17,1357,1355,2,1636,1559,37,EV,4687,N13968,EWR,CVG,92,569,13,55,2013-05-17T17:00:00Z
2013,8,11,1855,1900,-5,2027,2030,-3,US,2193,N946UW,LGA,DCA,45,214,19,0,2013-08-11T23:00:00Z
2013,2,22,1346,1230,76,1505,1354,71,EV,4271,N13989,EWR,BNA,121,748,12,30,2013-02-22T17:00:00Z
2013,8,5,1029,1035,-6,1148,1154,-6,B6,2602,N339JB,JFK,BUF,58,301,10,35,2013-08-05T14:00:00Z
2013,1,17,2025,2030,-5,2323,2338,-15,UA,1225,N27722,EWR,PBI,160,1023,20,30,2013-01-18T01:00:00Z
2013,9,16,820,820,0,1101,1110,-9,B6,281,N296JB,JFK,HOU,195,1428,8,20,2013-09-16T12:00:00Z
2013,2,7,834,835,-1,1209,1215,-6,UA,1480,N36207,EWR,SFO,365,2565,8,35,2013-02-07T13:00:00Z
2013,10,18,1807,1717,50,2028,1908,80,EV,4411,N14974,EWR,MEM,140,946,17,17,2013-10-18T21:00:00Z
2013,7,31,1333,1339,-6,1454,1457,-3,EV,4633,N21537,EWR,BTV,45,266,13,39,2013-07-31T17:00:00Z
2013,11,7,1527,1449,38,1826,1805,21,UA,1744,N15710,LGA,IAH,208,1416,14,49,2013-11-07T19:00:00Z
2013,5,9,1925,1925,0,2306,2304,2,DL,6,N3763D,JFK,SLC,276,1990,19,25,2013-05-09T23:00:00Z
2013,3,7,614,620,-6,1052,1102,-10,B6,709,N639JB,JFK,SJU,191,1598,6,20,2013-03-07T11:00:00Z
2013,3,28,947,950,-3,1100,1103,-3,9E,3739,N8960A,JFK,PHL,26,94,9,50,2013-03-28T13:00:00Z
2013,9,3,649,655,-6,907,920,-13,AA,1263,N5CDAA,JFK,LAS,280,2248,6,55,2013-09-03T10:00:00Z
2013,9,23,922,900,22,1215,1208,7,B6,5,N625JB,EWR,FLL,143,1065,9,0,2013-09-23T13:00:00Z
2013,7,10,NA,1735,NA,NA,2030,NA,AA,145,N3DLAA,JFK,SAN,NA,2446,17,35,2013-07-10T21:00:00Z
2013,6,6,1327,1327,0,1544,1545,-1,F9,507,N263AV,LGA,DEN,221,1620,13,27,2013-06-06T17:00:00Z
2013,4,15,1347,1339,8,1655,1655,0,B6,209,N703JB,JFK,LGB,346,2465,13,39,2013-04-15T17:00:00Z
2013,4,22,720,725,-5,1035,1040,-5,AA,443,N323AA,JFK,MIA,166,1089,7,25,2013-04-22T11:00:00Z
2013,6,19,913,843,30,1044,958,46,EV,4420,N36915,EWR,ORF,55,284,8,43,2013-06-19T12:00:00Z
2013,8,12,727,730,-3,932,930,2,EV,5813,N14916,EWR,DTW,87,488,7,30,2013-08-12T11:00:00Z
2013,11,23,1738,1746,-8,1958,2014,-16,FL,23,N983AT,LGA,ATL,124,762,17,46,2013-11-23T22:00:00Z
2013,6,8,859,900,-1,1140,1210,-30,DL,120,N722TW,JFK,LAX,313,2475,9,0,2013-06-08T13:00:00Z
2013,4,28,1039,1039,0,1250,1321,-31,UA,12,N53442,EWR,LAS,287,2227,10,39,2013-04-28T14:00:00Z
2013,8,25,2215,2225,-10,2321,2340,-19,EV,4909,N754EV,LGA,BTV,44,258,22,25,2013-08-26T02:00:00Z
2013,8,1,825,830,-5,935,950,-15,AA,1838,N3KTAA,JFK,BOS,38,187,8,30,2013-08-01T12:00:00Z
2013,9,11,625,630,-5,836,851,-15,DL,575,N305DQ,EWR,ATL,102,746,6,30,2013-09-11T10:00:00Z
2013,4,4,654,700,-6,809,837,-28,UA,664,N834UA,EWR,ORD,116,719,7,0,2013-04-04T11:00:00Z
2013,12,18,1017,1015,2,1335,1342,-7,US,604,N661AW,EWR,PHX,300,2133,10,15,2013-12-18T15:00:00Z
2013,1,14,1542,1548,-6,1810,1830,-20,DL,95,N3760C,JFK,ATL,124,760,15,48,2013-01-14T20:00:00Z
2013,5,9,1308,1315,-7,1447,1501,-14,US,1218,N102UW,EWR,CLT,74,529,13,15,2013-05-09T17:00:00Z
2013,2,5,858,855,3,1124,1102,22,EV,4913,N724EV,EWR,DTW,95,488,8,55,2013-02-05T13:00:00Z
2013,1,2,752,800,-8,956,959,-3,EV,4166,N11536,EWR,GSP,109,594,8,0,2013-01-02T13:00:00Z
2013,10,17,1531,1530,1,1845,1853,-8,DL,424,N176DN,JFK,LAX,330,2475,15,30,2013-10-17T19:00:00Z
2013,11,11,1359,1344,15,1533,1521,12,EV,4695,N14153,EWR,RDU,67,416,13,44,2013-11-11T18:00:00Z
2013,11,22,1700,1700,0,2033,2035,-2,UA,512,N589UA,JFK,SFO,360,2586,17,0,2013-11-22T22:00:00Z
2013,5,8,1432,1359,33,1714,1714,0,UA,1606,N37255,EWR,SFO,321,2565,13,59,2013-05-08T17:00:00Z
2013,11,12,629,635,-6,825,849,-24,EV,4412,N14171,EWR,MSP,146,1008,6,35,2013-11-12T11:00:00Z
2013,3,21,1634,1440,114,2001,1753,128,DL,2079,N975DL,LGA,FLL,164,1076,14,40,2013-03-21T18:00:00Z
2013,5,15,2043,2045,-2,2205,2159,6,B6,1178,N229JB,EWR,BOS,48,200,20,45,2013-05-16T00:00:00Z
2013,4,10,1436,1435,1,1742,1738,4,B6,347,N228JB,JFK,SRQ,156,1041,14,35,2013-04-10T18:00:00Z
2013,3,10,1107,839,148,1253,1045,128,EV,4297,N34110,EWR,DTW,82,488,8,39,2013-03-10T12:00:00Z
2013,9,25,2125,1910,135,53,2215,158,AA,21,N323AA,JFK,LAX,327,2475,19,10,2013-09-25T23:00:00Z
2013,11,27,816,805,11,1006,945,21,MQ,3531,N857MQ,LGA,RDU,89,431,8,5,2013-11-27T13:00:00Z
2013,12,19,812,820,-8,1035,1021,14,US,409,N647AW,EWR,CLT,82,529,8,20,2013-12-19T13:00:00Z
2013,4,9,1058,1100,-2,1203,1210,-7,MQ,3792,N531MQ,JFK,DCA,47,213,11,0,2013-04-09T15:00:00Z
2013,1,20,825,830,-5,1119,1106,13,F9,835,N207FR,LGA,DEN,265,1620,8,30,2013-01-20T13:00:00Z
2013,4,4,735,730,5,1059,1110,-11,VX,11,N847VA,JFK,SFO,360,2586,7,30,2013-04-04T11:00:00Z
2013,6,18,614,620,-6,803,817,-14,EV,4963,N722EV,EWR,MSP,150,1008,6,20,2013-06-18T10:00:00Z
2013,1,24,1911,1900,11,2135,2134,1,FL,645,N961AT,LGA,ATL,107,762,19,0,2013-01-25T00:00:00Z
2013,1,14,1631,1630,1,1954,2020,-26,VX,27,N855VA,JFK,SFO,356,2586,16,30,2013-01-14T21:00:00Z
2013,9,30,1701,1700,1,1943,2018,-35,DL,95,N709TW,JFK,LAX,301,2475,17,0,2013-09-30T21:00:00Z
2013,4,3,1611,1615,-4,1824,1836,-12,EV,4327,N13975,EWR,SAV,112,708,16,15,2013-04-03T20:00:00Z
2013,7,26,510,515,-5,719,725,-6,UA,1258,N27205,EWR,DEN,224,1605,5,15,2013-07-26T09:00:00Z
2013,10,28,759,805,-6,1102,1108,-6,DL,2395,N323NB,LGA,PBI,152,1035,8,5,2013-10-28T12:00:00Z
2013,11,22,1033,1030,3,1348,1324,24,B6,925,N623JB,JFK,TPA,145,1005,10,30,2013-11-22T15:00:00Z
2013,4,16,1315,1300,15,1419,1410,9,US,2128,N946UW,LGA,BOS,40,184,13,0,2013-04-16T17:00:00Z
2013,12,14,NA,1640,NA,NA,1926,NA,EV,4687,N14542,EWR,OKC,NA,1325,16,40,2013-12-14T21:00:00Z
2013,4,3,804,810,-6,1126,1123,3,DL,1271,N321US,JFK,FLL,164,1069,8,10,2013-04-03T12:00:00Z
2013,2,6,907,915,-8,1028,1038,-10,B6,20,N239JB,JFK,ROC,59,264,9,15,2013-02-06T14:00:00Z
